Time;Temperature;Power;
1820;18.6899;0
1830;19.0943;3000
1840;18.7402;0
1850;19.1441;3000
1860;18.7895;0
1870;19.193;3000
1880;18.838;0
1890;19.241;3000
1900;18.8856;0
1910;19.2882;3000
1920;18.9323;0
1930;19.3345;3000
1940;18.9782;0
1950;19.38;3000
1960;19.0233;0
1970;18.6698;0
1980;19.0744;3000
1990;18.7204;0
2000;19.1245;3000
2010;18.7702;0
2020;19.1738;3000
2030;18.819;0
2040;19.2222;3000
2050;18.8669;0
2060;19.2697;3000
2070;18.914;0
2080;19.3163;3000
2090;18.9602;0
2100;19.3621;3000
2110;19.0056;0
2120;18.6523;0
2130;19.057;3000
2140;18.7032;0
2150;19.1075;3000
2160;18.7533;0
2170;19.157;3000
2180;18.8024;0
2190;19.2057;3000
2200;18.8506;0
2210;19.2535;3000
2220;18.898;0
2230;19.3005;3000
2240;18.9445;0
2250;19.3465;3000
2260;18.9902;0
2270;19.3918;3000
2280;19.035;0
2290;18.6814;0
2300;19.0859;3000
2310;18.7318;0
2320;19.1358;3000
2330;18.7814;0
2340;19.1849;3000
2350;18.83;0
2360;19.2331;3000
2370;18.8777;0
2380;19.2804;3000
2390;18.9246;0
2400;19.3268;3000
2410;18.9706;0
2420;19.3724;3000
2430;19.0158;0
2440;18.6624;0
2450;19.067;3000
2460;18.7132;0
2470;19.1173;3000
2480;18.763;0
2490;19.1667;3000
2500;18.812;0
2510;19.2152;3000
2520;18.86;0
2530;19.2629;3000
2540;18.9072;0
2550;19.3096;3000
2560;18.9536;0
2570;19.3555;3000
2580;18.9991;0
2590;19.4006;3000
2600;19.0438;0
2610;18.6901;0
2620;19.0945;3000
2630;18.7404;0
2640;19.1443;3000
2650;18.7897;0
2660;19.1932;3000
2670;18.8382;0
2680;19.2412;3000
2690;18.8858;0
2700;19.2884;3000
2710;18.9325;0
2720;19.3347;3000
2730;18.9784;0
2740;19.3801;3000
2750;19.0235;0
2760;18.67;0
2770;19.0745;3000
2780;18.7206;0
2790;19.1247;3000
2800;18.7703;0
2810;19.174;3000
2820;18.8191;0
2830;19.2223;3000
2840;18.8671;0
2850;19.2698;3000
2860;18.9141;0
2870;19.3165;3000
2880;18.9604;0
2890;19.3623;3000
2900;19.0057;0
2910;18.6524;0
2920;19.0571;3000
2930;18.7034;0
2940;19.1076;3000
2950;18.7534;0
2960;19.1572;3000
2970;18.8025;0
2980;19.2059;3000
2990;18.8507;0
